word_count,char_count,char_div4
44,254,63.5
318,1593,398.25
69,369,92.25
64,373,93.25
82,450,112.5
106,617,154.25
290,1807,451.75
111,738,184.5
51,259,64.75
3,22,5.5
8,51,12.75
101,631,157.75
9,58,14.5
31,187,46.75
9,58,14.5
41,228,57.0
15,86,21.5
85,539,134.75
114,662,165.5
156,881,220.25
93,592,148.0
136,863,215.75
110,717,179.25
155,926,231.5
226,1319,329.75
191,1051,262.75
19,108,27.0
13,66,16.5
11,52,13.0
1,2,0.5
221,1422,355.5
234,1586,396.5
25,74,18.5
118,671,167.75
118,671,167.75
21,121,30.25
218,1598,399.5
29,163,40.75
15,79,19.75
22,108,27.0
1,2,0.5
17,81,20.25
44,215,53.75
17,77,19.25
49,252,63.0
52,293,73.25
31,151,37.75
20,81,20.25
7,32,8.0
30,160,40.0
224,1205,301.25
25,164,41.0
171,1474,368.5
32,158,39.5
195,1209,302.25
105,671,167.75
97,551,137.75
115,547,136.75
141,809,202.25
66,390,97.5
1,6,1.5
9,49,12.25
140,1005,251.25
46,317,79.25
227,1321,330.25
216,1280,320.0
228,1611,402.75
332,2500,625.0
245,1736,434.0
199,1223,305.75
1,5,1.25
45,227,56.75
328,2680,670.0
83,517,129.25
88,550,137.5
104,639,159.75
85,489,122.25
221,1346,336.5
9,46,11.5
12,63,15.75
11,76,19.0
708,4483,1120.75
90,621,155.25
68,419,104.75
362,1893,473.25
375,1989,497.25
49,284,71.0
20,114,28.5
14,81,20.25
12,71,17.75
247,1788,447.0
183,1221,305.25
197,1201,300.25
236,1459,364.75
8,43,10.75
68,378,94.5
217,1462,365.5
203,1217,304.25
33,175,43.75
323,2020,505.0
306,1907,476.75
36,213,53.25
44,251,62.75
43,250,62.5
68,391,97.75
67,391,97.75
89,490,122.5
8,41,10.25
14,99,24.75
43,249,62.25
22,113,28.25
7,41,10.25
19,111,27.75
15,99,24.75
94,555,138.75
334,1960,490.0
93,510,127.5
91,518,129.5
162,964,241.0
180,1082,270.5
165,1070,267.5
219,1322,330.5
125,866,216.5
15,80,20.0
33,184,46.0
17,84,21.0
119,727,181.75
35,187,46.75
35,207,51.75
160,844,211.0
193,1031,257.75
206,1506,376.5
103,585,146.25
6,48,12.0
67,405,101.25
51,293,73.25
57,342,85.5
75,477,119.25
71,430,107.5
7,34,8.5
93,471,117.75
120,614,153.5
143,748,187.0
169,891,222.75
153,842,210.5
136,742,185.5
174,948,237.0
234,1262,315.5
194,1107,276.75
1,191,47.75
149,727,181.75
147,1010,252.5
219,1492,373.0
14,81,20.25
14,80,20.0
14,78,19.5
70,448,112.0
7,32,8.0
5,26,6.5
154,1021,255.25
284,1862,465.5
264,1522,380.5
298,1598,399.5
44,255,63.75
159,967,241.75
267,1646,411.5
212,1364,341.0
214,1377,344.25
227,1464,366.0
14,81,20.25
16,75,18.75
262,1747,436.75
36,198,49.5
238,1384,346.0
119,684,171.0
56,442,110.5
128,706,176.5
139,915,228.75
87,475,118.75
43,243,60.75
66,390,97.5
73,421,105.25
330,1915,478.75
229,1484,371.0
92,465,116.25
505,3459,864.75
278,1534,383.5
42,214,53.5
362,1931,482.75
3,15,3.75
339,2276,569.0
15,87,21.75
90,711,177.75
183,1126,281.5
316,1780,445.0
275,1706,426.5
244,1635,408.75
188,1305,326.25
121,737,184.25
42,272,68.0
37,257,64.25
17,90,22.5
33,177,44.25
78,496,124.0
52,335,83.75
229,1218,304.5
167,1023,255.75
205,1183,295.75
248,1648,412.0
65,352,88.0
114,1005,251.25
235,1369,342.25
89,493,123.25
6,34,8.5
315,2009,502.25
6,48,12.0
8,45,11.25
45,261,65.25
145,897,224.25
143,929,232.25
123,739,184.75
63,358,89.5
1,1,0.25
1,5,1.25
12,66,16.5
14,89,22.25
13,97,24.25
9,56,14.0
8,50,12.5
12,75,18.75
263,1771,442.75
32,136,34.0
96,539,134.75
212,1293,323.25
149,914,228.5
182,1120,280.0
283,1708,427.0
228,1660,415.0
120,776,194.0
218,1408,352.0
57,971,242.75
76,450,112.5
7,38,9.5
172,1252,313.0
151,1023,255.75
7,32,8.0
47,257,64.25
56,313,78.25
139,737,184.25
13,84,21.0
120,755,188.75
262,1631,407.75
281,1795,448.75
73,420,105.0
272,1762,440.5
24,129,32.25
153,874,218.5
196,1137,284.25
123,738,184.5
170,1078,269.5
167,1021,255.25
189,1170,292.5
307,1679,419.75
73,457,114.25
60,383,95.75
76,467,116.75
90,538,134.5
53,350,87.5
261,1600,400.0
97,593,148.25
136,906,226.5
181,1245,311.25
184,1196,299.0
182,1279,319.75
239,1616,404.0
208,1321,330.25
166,1194,298.5
238,1365,341.25
69,240,60.0
201,1234,308.5
316,2518,629.5
66,457,114.25
262,1743,435.75
174,926,231.5
180,966,241.5
247,1392,348.0
72,459,114.75
93,568,142.0
89,550,137.5
202,1498,374.5
15,95,23.75
22,132,33.0
215,1398,349.5
141,821,205.25
198,1657,414.25
145,1105,276.25
19,100,25.0
228,1631,407.75
391,2263,565.75
95,579,144.75
103,630,157.5
169,963,240.75
43,237,59.25
191,1544,386.0
90,479,119.75
21,119,29.75
260,1410,352.5
119,747,186.75
151,891,222.75
108,618,154.5
145,948,237.0
10,68,17.0
68,502,125.5
73,524,131.0
171,1259,314.75
518,3425,856.25
92,601,150.25
172,1185,296.25
1,1,0.25
123,636,159.0
59,365,91.25
157,1207,301.75
6,37,9.25
245,1055,263.75
182,1252,313.0
300,1561,390.25
302,1540,385.0
300,1558,389.5
217,1136,284.0
7,37,9.25
33,203,50.75
50,321,80.25
27,184,46.0
20,108,27.0
19,108,27.0
47,238,59.5
42,193,48.25
37,186,46.5
93,518,129.5
83,476,119.0
86,491,122.75
7,37,9.25
2,8,2.0
100,549,137.25
554,3441,860.25
3,12,3.0
3,12,3.0
52,367,91.75
3,13,3.25
41,205,51.25
259,1514,378.5
262,1526,381.5
76,498,124.5
6,23,5.75
233,1478,369.5
232,1664,416.0
153,978,244.5
106,704,176.0
131,801,200.25
157,1144,286.0
200,1359,339.75
215,1429,357.25
166,1125,281.25
158,1111,277.75
111,575,143.75
17,105,26.25
62,345,86.25
31,152,38.0
8,48,12.0
96,583,145.75
22,121,30.25
22,128,32.0
342,2106,526.5
337,2184,546.0
83,484,121.0
359,2115,528.75
1,8,2.0
30,199,49.75
10,86,21.5
344,1819,454.75
333,1715,428.75
88,527,131.75
63,379,94.75
38,215,53.75
50,296,74.0
22,140,35.0
67,383,95.75
7,36,9.0
230,1422,355.5
228,1426,356.5
253,1547,386.75
284,1526,381.5
206,1230,307.5
61,399,99.75
41,226,56.5
26,131,32.75
71,474,118.5
103,524,131.0
10,91,22.75
14,108,27.0
25,171,42.75
151,928,232.0
7,34,8.5
30,160,40.0
22,119,29.75
190,1150,287.5
111,644,161.0
106,690,172.5
239,1455,363.75
265,1514,378.5
370,2435,608.75
1,10,2.5
1,16,4.0
343,2078,519.5
106,543,135.75
295,1531,382.75
291,1557,389.25
50,297,74.25
260,1702,425.5
211,1747,436.75
46,285,71.25
229,1414,353.5
266,1639,409.75
264,1561,390.25
304,1827,456.75
358,2141,535.25
207,1436,359.0
194,1333,333.25
201,1178,294.5
251,1783,445.75
119,669,167.25
232,1290,322.5
234,1267,316.75
331,1800,450.0
204,1134,283.5
52,352,88.0
27,157,39.25
45,221,55.25
7,34,8.5
44,241,60.25
97,594,148.5
8,47,11.75
8,47,11.75
237,1675,418.75
322,2771,692.75
92,532,133.0
92,532,133.0
324,2085,521.25
36,214,53.5
81,385,96.25
28,132,33.0
93,522,130.5
23,137,34.25
245,1680,420.0
244,1516,379.0
290,1930,482.5
232,1480,370.0
402,2586,646.5
8,36,9.0
7,32,8.0
21,122,30.5
165,950,237.5
20,93,23.25
139,890,222.5
40,231,57.75
1,1,0.25
50,339,84.75
112,720,180.0
87,523,130.75
4,27,6.75
27,169,42.25
36,214,53.5
1,1,0.25
48,317,79.25
10,50,12.5
113,774,193.5
364,2209,552.25
57,348,87.0
139,967,241.75
415,3293,823.25
172,951,237.75
135,868,217.0
203,1045,261.25
69,440,110.0
32,204,51.0
30,195,48.75
23,134,33.5
39,201,50.25
28,159,39.75
317,2164,541.0
125,838,209.5
120,643,160.75
188,1062,265.5
65,370,92.5
65,371,92.75
337,2204,551.0
65,448,112.0
78,493,123.25
126,855,213.75
126,805,201.25
195,1351,337.75
10,48,12.0
63,504,126.0
10,89,22.25
10,87,21.75
7,54,13.5
6,44,11.0
7,75,18.75
12,94,23.5
36,265,66.25
16,135,33.75
16,112,28.0
25,170,42.5
40,265,66.25
243,1715,428.75
7,34,8.5
322,1829,457.25
193,1225,306.25
155,918,229.5
20,99,24.75
11,52,13.0
6,22,5.5
234,1525,381.25
27,151,37.75
340,2385,596.25
176,1291,322.75
260,1638,409.5
20,113,28.25
193,1265,316.25
39,196,49.0
62,366,91.5
103,700,175.0
5,283,70.75
128,975,243.75
1,1,0.25
220,1394,348.5
127,650,162.5
89,545,136.25
5,31,7.75
6,25,6.25
32,196,49.0
89,497,124.25
164,1023,255.75
37,174,43.5
30,134,33.5
140,830,207.5
127,773,193.25
154,1025,256.25
176,1097,274.25
114,741,185.25
358,2232,558.0
531,3526,881.5
8,48,12.0
1,7,1.75
1,6,1.5
40,187,46.75
2,12,3.0
13,64,16.0
11,71,17.75
28,139,34.75
28,139,34.75
3,15,3.75
43,201,50.25
4,15,3.75
5,24,6.0
20,93,23.25
25,112,28.0
35,178,44.5
24,108,27.0
35,182,45.5
35,182,45.5
101,682,170.5
69,373,93.25
253,1612,403.0
271,1536,384.0
70,406,101.5
21,394,98.5
7,32,8.0
71,428,107.0
195,1082,270.5
4,21,5.25
8,40,10.0
171,920,230.0
384,2419,604.75
1,1,0.25
106,759,189.75
200,878,219.5
42,249,62.25
1,1,0.25
158,1578,394.5
55,307,76.75
49,295,73.75
59,325,81.25
250,1514,378.5
336,2043,510.75
224,1179,294.75
124,745,186.25
195,1126,281.5
10,53,13.25
3,181,45.25
185,1196,299.0
182,1119,279.75
199,1279,319.75
225,1545,386.25
30,150,37.5
50,332,83.0
1,13,3.25
101,689,172.25
124,873,218.25
177,1064,266.0
118,726,181.5
124,827,206.75
194,1327,331.75
94,587,146.75
5,37,9.25
9,68,17.0
9,68,17.0
299,1933,483.25
462,2947,736.75
28,164,41.0
4,34,8.5
4,34,8.5
8,41,10.25
42,227,56.75
56,335,83.75
75,379,94.75
47,275,68.75
52,304,76.0
50,304,76.0
63,372,93.0
65,365,91.25
112,617,154.25
74,444,111.0
111,576,144.0
84,473,118.25
117,624,156.0
76,439,109.75
134,707,176.75
87,458,114.5
86,443,110.75
86,488,122.0
91,498,124.5
117,639,159.75
117,639,159.75
74,422,105.5
132,734,183.5
120,670,167.5
229,1364,341.0
165,1012,253.0
7,32,8.0
10,54,13.5
56,436,109.0
199,1219,304.75
237,1588,397.0
171,1086,271.5
186,1138,284.5
217,1025,256.25
204,1111,277.75
146,934,233.5
137,781,195.25
156,923,230.75
83,802,200.5
293,1643,410.75
216,1513,378.25
191,1475,368.75
86,427,106.75
83,407,101.75
191,1324,331.0
24,330,82.5
2,192,48.0
9,526,131.5
6,143,35.75
2,29,7.25
129,903,225.75
59,322,80.5
187,1066,266.5
188,1407,351.75
76,402,100.5
76,453,113.25
150,915,228.75
141,833,208.25
75,444,111.0
120,690,172.5
209,1214,303.5
178,1046,261.5
256,1583,395.75
236,1417,354.25
246,1535,383.75
189,1055,263.75
7,33,8.25
39,233,58.25
39,232,58.0
29,160,40.0
14,79,19.75
10,54,13.5
12,64,16.0
173,1138,284.5
59,350,87.5
215,1189,297.25
72,369,92.25
165,906,226.5
204,1057,264.25
59,370,92.5
58,312,78.0
25,148,37.0
54,257,64.25
56,407,101.75
77,358,89.5
391,2477,619.25
390,2499,624.75
391,2262,565.5
358,2417,604.25
205,1241,310.25
291,1582,395.5
26,149,37.25
44,265,66.25
226,1759,439.75
187,1010,252.5
10,90,22.5
4,16,4.0
6,31,7.75
10,44,11.0
14,75,18.75
279,1572,393.0
42,207,51.75
52,274,68.5
67,374,93.5
76,439,109.75
392,3082,770.5
222,1171,292.75
79,554,138.5
195,1513,378.25
194,1293,323.25
143,890,222.5
208,1545,386.25
68,374,93.5
260,1708,427.0
56,307,76.75
169,1226,306.5
14,94,23.5
21,129,32.25
7,30,7.5
1,5,1.25
11,72,18.0
8,44,11.0
1,4,1.0
7,35,8.75
17,95,23.75
14,70,17.5
66,379,94.75
116,725,181.25
69,409,102.25
7,34,8.5
224,1436,359.0
110,703,175.75
97,629,157.25
143,921,230.25
113,726,181.5
21,151,37.75
49,235,58.75
43,232,58.0
125,783,195.75
211,1295,323.75
214,1238,309.5
79,509,127.25
33,212,53.0
187,1127,281.75
207,1170,292.5
70,387,96.75
9,53,13.25
55,346,86.5
106,577,144.25
56,315,78.75
56,315,78.75
81,470,117.5
223,1393,348.25
221,1298,324.5
245,1494,373.5
26,150,37.5
199,1152,288.0
6,48,12.0
214,1622,405.5
20,114,28.5
20,127,31.75
23,144,36.0
142,796,199.0
179,916,229.0
7,32,8.0
116,733,183.25
103,601,150.25
282,2099,524.75
294,1847,461.75
149,874,218.5
6,42,10.5
28,183,45.75
2,12,3.0
277,1550,387.5
40,272,68.0
7,35,8.75
251,1556,389.0
287,1825,456.25
167,1079,269.75
182,1254,313.5
43,267,66.75
125,864,216.0
256,1773,443.25
242,1451,362.75
1,1,0.25
23,141,35.25
45,337,84.25
7,32,8.0
20,118,29.5
51,367,91.75
298,1790,447.5
127,777,194.25
162,966,241.5
296,1844,461.0
21,107,26.75
150,671,167.75
2,12,3.0
28,139,34.75
60,345,86.25
12,67,16.75
8,40,10.0
22,139,34.75
22,139,34.75
219,1486,371.5
87,559,139.75
1,11,2.75
76,438,109.5
126,734,183.5
101,612,153.0
113,664,166.0
63,376,94.0
14,77,19.25
158,736,184.0
15,80,20.0
367,2264,566.0
7,34,8.5
41,222,55.5
250,1583,395.75
232,1540,385.0
136,923,230.75
227,1407,351.75
187,1147,286.75
223,1371,342.75
1,3,0.75
57,297,74.25
19,105,26.25
43,249,62.25
319,1860,465.0
155,856,214.0
79,426,106.5
15,88,22.0
23,163,40.75
61,417,104.25
232,1574,393.5
113,691,172.75
110,725,181.25
118,575,143.75
7,34,8.5
247,1196,299.0
182,778,194.5
244,1565,391.25
248,1604,401.0
12,47,11.75
1,2,0.5
197,1285,321.25
80,409,102.25
20,110,27.5
72,450,112.5
168,1058,264.5
167,978,244.5
176,1055,263.75
251,1523,380.75
166,996,249.0
223,1337,334.25
229,1379,344.75
236,1417,354.25
480,2883,720.75
113,704,176.0
101,581,145.25
64,385,96.25
218,1521,380.25
5,30,7.5
40,200,50.0
91,590,147.5
275,1920,480.0
7,32,8.0
14,78,19.5
22,121,30.25
291,1749,437.25
180,1141,285.25
1,1,0.25
388,2228,557.0
22,118,29.5
19,208,52.0
20,125,31.25
16,103,25.75
24,148,37.0
27,148,37.0
20,120,30.0
20,120,30.0
20,120,30.0
168,1155,288.75
13,63,15.75
20,131,32.75
7,38,9.5
56,347,86.75
171,984,246.0
19,99,24.75
11,64,16.0
17,112,28.0
150,944,236.0
299,1735,433.75
56,391,97.75
118,729,182.25
164,1020,255.0
43,275,68.75
279,1885,471.25
209,1613,403.25
92,564,141.0
41,227,56.75
39,262,65.5
132,842,210.5
177,1031,257.75
80,521,130.25
376,2134,533.5
12,79,19.75
9,41,10.25
21,122,30.5
29,159,39.75
44,233,58.25
57,284,71.0
81,404,101.0
107,658,164.5
254,1692,423.0
1,6,1.5
16,110,27.5
18,116,29.0
5,29,7.25
5,27,6.75
4,15,3.75
19,110,27.5
281,1256,314.0
119,819,204.75
110,572,143.0
83,423,105.75
394,2118,529.5
189,1182,295.5
348,2005,501.25
13,42,10.5
68,360,90.0
68,360,90.0
160,880,220.0
172,967,241.75
154,879,219.75
108,622,155.5
109,642,160.5
153,860,215.0
31,187,46.75
136,751,187.75
229,1288,322.0
484,2689,672.25
99,590,147.5
145,750,187.5
31,174,43.5
1,19,4.75
14,68,17.0
33,170,42.5
19,105,26.25
18,89,22.25
54,309,77.25
28,169,42.25
39,208,52.0
38,218,54.5
72,434,108.5
112,623,155.75
181,1100,275.0
17,93,23.25
35,189,47.25
143,1295,323.75
106,611,152.75
213,1338,334.5
3,396,99.0
18,105,26.25
342,1835,458.75
374,1976,494.0
8,205,51.25
206,1354,338.5
7,34,8.5
12,58,14.5
20,121,30.25
163,921,230.25
230,1447,361.75
336,2111,527.75
1,3,0.75
12,84,21.0
61,364,91.0
139,869,217.25
192,1159,289.75
50,275,68.75
101,675,168.75
102,607,151.75
162,1014,253.5
141,899,224.75
75,419,104.75
144,911,227.75
57,328,82.0
125,744,186.0
117,692,173.0
125,744,186.0
206,1419,354.75
65,365,91.25
9,54,13.5
1,2,0.5
20,112,28.0
11,59,14.75
221,1592,398.0
467,3230,807.5
147,1131,282.75
140,670,167.5
247,1192,298.0
16,98,24.5
49,297,74.25
1,2,0.5
1,2,0.5
1,2,0.5
1,2,0.5
1,2,0.5
7,44,11.0
7,44,11.0
7,44,11.0
7,44,11.0
7,44,11.0
1,2,0.5
1,2,0.5
9,52,13.0
86,502,125.5
196,1357,339.25
171,928,232.0
246,1406,351.5
202,1067,266.75
34,216,54.0
41,270,67.5
184,1384,346.0
83,605,151.25
60,402,100.5
53,331,82.75
118,833,208.25
267,1504,376.0
353,2143,535.75
272,1687,421.75
277,1751,437.75
288,1696,424.0
217,1242,310.5
26,151,37.75
1,2,0.5
2,9,2.25
31,167,41.75
16,120,30.0
77,433,108.25
100,621,155.25
10,64,16.0
154,971,242.75
145,834,208.5
139,797,199.25
233,1251,312.75
137,799,199.75
37,248,62.0
193,1432,358.0
106,444,111.0
134,828,207.0
95,566,141.5
142,853,213.25
7,34,8.5
266,1776,444.0
284,1862,465.5
7,32,8.0
263,1896,474.0
62,343,85.75
110,890,222.5
57,328,82.0
53,314,78.5
314,2221,555.25
22,129,32.25
208,1257,314.25
19,111,27.75
21,123,30.75
13,66,16.5
18,104,26.0
13,66,16.5
25,140,35.0
6,48,12.0
14,83,20.75
315,2030,507.5
189,1222,305.5
290,1965,491.25
117,601,150.25
231,1125,281.25
229,1132,283.0
217,1077,269.25
219,1085,271.25
104,534,133.5
22,113,28.25
134,731,182.75
120,728,182.0
469,3046,761.5
14,90,22.5
14,86,21.5
1,9,2.25
9,60,15.0
103,622,155.5
125,981,245.25
1,1,0.25
287,1703,425.75
234,1464,366.0
1,1,0.25
205,1302,325.5
35,210,52.5
135,1124,281.0
6,34,8.5
34,219,54.75
190,1285,321.25
193,1247,311.75
284,1822,455.5
75,398,99.5
1,2,0.5
8,36,9.0
56,354,88.5
41,234,58.5
39,259,64.75
140,890,222.5
359,2219,554.75
59,375,93.75
79,522,130.5
122,835,208.75
120,773,193.25
224,1499,374.75
78,463,115.75
69,440,110.0
87,556,139.0
162,1006,251.5
241,1321,330.25
139,747,186.75
130,695,173.75
135,712,178.0
124,674,168.5
115,588,147.0
200,1135,283.75
37,183,45.75
73,319,79.75
5,25,6.25
13,74,18.5
16,94,23.5
19,85,21.25
49,293,73.25
255,1491,372.75
369,2123,530.75
191,1223,305.75
25,90,22.5
198,1241,310.25
7,34,8.5
186,1197,299.25
97,561,140.25
334,1887,471.75
11,55,13.75
38,239,59.75
46,245,61.25
122,748,187.0
74,401,100.25
109,547,136.75
263,1625,406.25
14,72,18.0
30,157,39.25
24,146,36.5
30,170,42.5
137,810,202.5
184,1105,276.25
207,1177,294.25
162,904,226.0
27,172,43.0
60,318,79.5
355,2423,605.75
330,2262,565.5
48,296,74.0
317,2312,578.0
83,487,121.75
12,67,16.75
10,50,12.5
22,152,38.0
4,20,5.0
15,72,18.0
30,196,49.0
27,187,46.75
84,452,113.0
1,1,0.25
25,133,33.25
20,133,33.25
28,144,36.0
30,170,42.5
38,283,70.75
25,174,43.5
16,84,21.0
19,123,30.75
52,363,90.75
34,242,60.5
40,288,72.0
38,280,70.0
22,165,41.25
43,263,65.75
15,115,28.75
198,1527,381.75
32,164,41.0
257,1365,341.25
9,44,11.0
104,596,149.0
9,45,11.25
97,474,118.5
15,95,23.75
12,42,10.5
9,41,10.25
9,41,10.25
9,41,10.25
13,54,13.5
122,614,153.5
92,461,115.25
93,493,123.25
83,394,98.5
112,548,137.0
104,518,129.5
114,580,145.0
105,536,134.0
96,459,114.75
138,1713,428.25
233,1580,395.0
121,1642,410.5
223,1886,471.5
28,157,39.25
284,1883,470.75
65,378,94.5
109,1571,392.75
231,1356,339.0
216,1305,326.25
333,1929,482.25
291,1644,411.0
245,1398,349.5
274,1659,414.75
308,2063,515.75
143,906,226.5
133,840,210.0
135,806,201.5
69,426,106.5
85,410,102.5
78,371,92.75
331,2289,572.25
7,32,8.0
38,214,53.5
30,155,38.75
30,178,44.5
80,508,127.0
15,97,24.25
54,279,69.75
73,436,109.0
320,1864,466.0
52,313,78.25
233,1386,346.5
221,1425,356.25
235,1540,385.0
147,890,222.5
352,2161,540.25
273,1660,415.0
315,2116,529.0
50,308,77.0
50,300,75.0
5,28,7.0
11,65,16.25
224,1350,337.5
198,1202,300.5
255,1527,381.75
308,1766,441.5
231,1355,338.75
241,1477,369.25
255,1469,367.25
290,1675,418.75
289,1687,421.75
133,868,217.0
136,805,201.25
28,82,20.5
201,1152,288.0
170,1018,254.5
41,241,60.25
7,238,59.5
426,2431,607.75
4,16,4.0
25,134,33.5
218,1673,418.25
138,1131,282.75
229,1739,434.75
335,2819,704.75
158,1192,298.0
150,1087,271.75
130,868,217.0
65,401,100.25
65,401,100.25
23,145,36.25
173,1071,267.75
1,1,0.25
61,390,97.5
41,209,52.25
52,285,71.25
100,625,156.25
4,25,6.25
71,457,114.25
5,10,2.5
66,362,90.5
182,1004,251.0
35,161,40.25
171,938,234.5
1,35,8.75
1,3,0.75
1,3,0.75
1,3,0.75
1,3,0.75
1,4,1.0
1,4,1.0
10,75,18.75
11,83,20.75
10,79,19.75
10,79,19.75
27,139,34.75
34,176,44.0
1,4,1.0
4,14,3.5
2,10,2.5
4,14,3.5
4,14,3.5
2,10,2.5
4,14,3.5
98,476,119.0
85,534,133.5
7,32,8.0
83,519,129.75
7,32,8.0
36,188,47.0
439,2771,692.75
102,680,170.0
6,30,7.5
43,272,68.0
69,439,109.75
55,343,85.75
197,1043,260.75
202,1066,266.5
101,732,183.0
72,463,115.75
153,753,188.25
172,859,214.75
152,777,194.25
227,1143,285.75
643,4137,1034.25
136,783,195.75
83,536,134.0
7,42,10.5
72,461,115.25
91,543,135.75
278,1836,459.0
293,1843,460.75
44,208,52.0
141,783,195.75
8,35,8.75
6,22,5.5
1,1,0.25
93,668,167.0
2,7,1.75
320,1916,479.0
246,1598,399.5
213,1287,321.75
136,824,206.0
207,1242,310.5
224,1590,397.5
22,125,31.25
5,21,5.25
4,21,5.25
218,1187,296.75
215,1174,293.5
57,422,105.5
38,222,55.5
65,373,93.25
40,228,57.0
19,118,29.5
25,153,38.25
59,355,88.75
41,261,65.25
69,434,108.5
45,242,60.5
2,15,3.75
45,313,78.25
42,311,77.75
42,313,78.25
42,313,78.25
319,2106,526.5
335,2233,558.25
174,1238,309.5
102,671,167.75
216,1517,379.25
176,1070,267.5
198,1289,322.25
203,1419,354.75
1,5,1.25
1,11,2.75
2,11,2.75
15,65,16.25
152,1226,306.5
57,341,85.25
24,88,22.0
20,112,28.0
165,1067,266.75
152,861,215.25
32,189,47.25
189,1133,283.25
188,1081,270.25
127,764,191.0
115,682,170.5
181,1039,259.75
45,278,69.5
13,108,27.0
10,90,22.5
8,128,32.0
15,110,27.5
10,100,25.0
16,179,44.75
9,65,16.25
1,12,3.0
1,10,2.5
256,1690,422.5
20,155,38.75
212,1412,353.0
79,544,136.0
169,988,247.0
30,202,50.5
41,310,77.5
2,40,10.0
287,1822,455.5
209,1259,314.75
249,1501,375.25
7,34,8.5
44,282,70.5
93,549,137.25
161,858,214.5
150,840,210.0
190,1333,333.25
5,36,9.0
17,81,20.25
124,760,190.0
1,1,0.25
47,266,66.5
254,1729,432.25
180,1205,301.25
16,74,18.5
191,1103,275.75
278,1621,405.25
118,681,170.25
164,934,233.5
21,130,32.5
59,337,84.25
17,111,27.75
35,228,57.0
268,2169,542.25
30,240,60.0
113,734,183.5
18,100,25.0
151,1408,352.0
51,305,76.25
102,607,151.75
181,1385,346.25
7,34,8.5
216,1498,374.5
19,107,26.75
112,625,156.25
42,246,61.5
97,584,146.0
143,833,208.25
135,829,207.25
110,658,164.5
271,1856,464.0
225,1839,459.75
180,1113,278.25
168,1117,279.25
260,1681,420.25
121,803,200.75
348,1978,494.5
23,131,32.75
67,411,102.75
27,173,43.25
21,140,35.0
180,1220,305.0
160,845,211.25
121,558,139.5
197,1098,274.5
64,362,90.5
26,166,41.5
17,96,24.0
47,292,73.0
243,1494,373.5
255,1467,366.75
76,489,122.25
173,1092,273.0
125,788,197.0
201,1238,309.5
202,1172,293.0
162,1024,256.0
240,1933,483.25
233,1867,466.75
168,1134,283.5
25,133,33.25
206,1172,293.0
16,92,23.0
87,514,128.5
41,259,64.75
17,111,27.75
20,159,39.75
238,1474,368.5
244,1549,387.25
227,1412,353.0
181,1104,276.0
216,1285,321.25
189,1145,286.25
153,897,224.25
213,1168,292.0
26,132,33.0
56,307,76.75
86,479,119.75
16,87,21.75
81,454,113.5
44,261,65.25
20,96,24.0
12,56,14.0
33,217,54.25
3,17,4.25
161,852,213.0
21,108,27.0
118,704,176.0
5,25,6.25
318,1942,485.5
30,215,53.75
55,388,97.0
62,438,109.5
55,389,97.25
55,417,104.25
48,420,105.0
49,306,76.5
26,158,39.5
6,26,6.5
48,420,105.0
7,29,7.25
138,1113,278.25
329,2223,555.75
57,333,83.25
60,358,89.5
84,564,141.0
157,950,237.5
239,1437,359.25
114,722,180.5
328,2004,501.0
18,124,31.0
44,293,73.25
1,12,3.0
63,412,103.0
106,662,165.5
105,658,164.5
429,3155,788.75
32,160,40.0
229,1394,348.5
99,550,137.5
74,402,100.5
72,389,97.25
92,541,135.25
147,845,211.25
2,8,2.0
175,1003,250.75
177,1065,266.25
66,571,142.75
14,98,24.5
11,72,18.0
23,120,30.0
18,107,26.75
318,1803,450.75
268,1526,381.5
277,1561,390.25
54,344,86.0
10,61,15.25
11,62,15.5
7,32,8.0
158,1061,265.25
45,272,68.0
58,348,87.0
234,1443,360.75
132,781,195.25
67,439,109.75
346,2413,603.25
34,214,53.5
16,101,25.25
82,503,125.75
46,341,85.25
30,147,36.75
80,513,128.25
28,125,31.25
27,122,30.5
177,1073,268.25
153,925,231.25
142,882,220.5
23,116,29.0
163,1153,288.25
46,250,62.5
210,1287,321.75
22,112,28.0
174,925,231.25
7,34,8.5
34,167,41.75
191,1274,318.5
154,946,236.5
8,59,14.75
60,492,123.0
76,582,145.5
77,594,148.5
31,185,46.25
28,152,38.0
22,130,32.5
178,1103,275.75
43,248,62.0
38,197,49.25
6,31,7.75
36,209,52.25
22,170,42.5
1,3,0.75
2,8,2.0
5,14,3.5
114,580,145.0
48,246,61.5
135,622,155.5
330,1768,442.0
1,1,0.25
96,565,141.25
167,1185,296.25
40,300,75.0
254,1634,408.5
219,1323,330.75
195,1154,288.5
199,1209,302.25
47,261,65.25
220,1299,324.75
183,1179,294.75
91,690,172.5
234,1427,356.75
161,1703,425.75
133,1265,316.25
251,1786,446.5
301,1624,406.0
64,345,86.25
347,2115,528.75
137,798,199.5
83,543,135.75
137,1549,387.25
195,1039,259.75
17,83,20.75
11,64,16.0
29,169,42.25
24,126,31.5
36,187,46.75
230,1380,345.0
209,1528,382.0
172,1244,311.0
218,1852,463.0
69,437,109.25
286,1999,499.75
19,111,27.75
249,1714,428.5
171,1281,320.25
161,798,199.5
290,2094,523.5
30,200,50.0
89,650,162.5
55,429,107.25
